Contest,ElectionLvl,ElectionType,Grain,Year,PrecinctAddress,Zipcode,City,State,County,RegVoters,REP,DEM,WRI,OVER,UNDER,RegVoterFinal,RegVoterCngRate,RepRegRate,RepRegVoterParticipation,RepRegVoterFinalParticipation,RepRegVoterParticipationCng,RepRegVoterSpecificParticipation,DemRegRate,DemRegVoterParticipation,DemRegVoterFinalParticipation,DemRegVoterParticipationCng,DemRegVoterSpecificParticipation,TotalParticipationRate,TotalFinalParticipationRate,RegNpaRate,NativeAmerican,AsianPacIsl,AfricanAmerican,Hispanic,White,Other,Multi,Unk,Male,Female,GenderUnk,Active,Inactive,CPF,DemReg,ECO,GRE,IND,LPF,NpaReg,PSL,REF,RepReg,under25,btwn2544,btwn4564,over65
U.S. Senate,Federal,General,Precinct,2018,7002 W Hanna Ave,33634,Tampa,FL,Hillsborough,3206,623,920,1,1,14,2126,1.51,0.23,0.19,0.29,0.10,1.28,0.44,0.29,0.43,0.15,0.99,0.48,0.73,0.33,5,50,140,1099,683,31,11,107,948,1063,115,1972,154,0,931,0,1,1,4,703,1,0,485,249,634,773,470
U.S. Senate,Federal,General,Precinct,2018,8307 Double Branch Rd,33635,Tampa,FL,Hillsborough,3924,901,1330,7,0,16,2464,1.59,0.29,0.23,0.37,0.14,1.26,0.37,0.34,0.54,0.20,1.46,0.57,0.91,0.33,12,100,288,416,1518,45,24,61,1123,1283,58,2136,328,1,908,0,2,10,7,821,0,0,715,292,1123,818,231
U.S. Senate,Federal,General,Precinct,2018,11400 Morris Bridge Rd,33637,Tampa,FL,Hillsborough,2351,411,917,6,0,9,1557,1.51,0.22,0.17,0.26,0.09,1.20,0.45,0.39,0.59,0.20,1.31,0.56,0.85,0.33,7,83,318,259,773,38,17,62,688,804,65,1300,257,1,698,0,3,3,3,507,0,0,342,271,624,481,181
U.S. Senate,Federal,General,Precinct,2018,7620 Wakulla Dr,33637,Tampa,FL,Hillsborough,1597,307,733,5,1,6,1032,1.55,0.25,0.19,0.30,0.11,1.19,0.47,0.46,0.71,0.25,1.52,0.65,1.01,0.28,6,46,237,109,552,33,15,34,407,588,37,930,102,0,483,0,1,3,2,285,0,0,258,136,340,360,196
U.S. Senate,Federal,General,Precinct,2018,8610 Temple Terrace HWY,33637,Tampa,FL,Hillsborough,1213,172,551,1,0,3,803,1.51,0.17,0.14,0.21,0.07,1.29,0.54,0.45,0.69,0.23,1.26,0.60,0.90,0.29,7,25,306,118,288,17,7,35,316,448,39,707,96,0,437,0,0,2,1,230,0,0,133,119,290,308,86
U.S. Senate,Federal,General,Precinct,2018,10001 Cross Creek Blvd,33647,Tampa,FL,Hillsborough,7896,2100,2909,11,0,31,5112,1.54,0.33,0.27,0.41,0.14,1.24,0.37,0.37,0.57,0.20,1.53,0.63,0.98,0.29,13,341,748,669,2990,102,59,190,2340,2611,161,4730,382,0,1896,0,1,11,12,1494,0,1,1697,697,1523,2156,736
U.S. Senate,Federal,General,Precinct,2018,16101 Compton Dr,33647,Tampa,FL,Hillsborough,3309,985,1310,6,0,14,2227,1.49,0.34,0.30,0.44,0.14,1.32,0.38,0.40,0.59,0.19,1.57,0.69,1.03,0.28,6,136,199,229,1524,47,23,63,1055,1118,54,2051,176,0,837,0,5,6,6,624,0,0,749,278,634,902,413
U.S. Senate,Federal,General,Precinct,2018,17302 Commerce Park Blvd,33647,Tampa,FL,Hillsborough,4407,981,1747,6,0,20,2756,1.60,0.26,0.22,0.36,0.13,1.39,0.40,0.40,0.63,0.24,1.58,0.62,0.99,0.34,2,270,509,400,1341,73,39,122,1201,1458,97,2388,368,0,1109,0,0,6,8,928,0,0,705,472,1093,932,259
U.S. Senate,Federal,General,Precinct,2018,19911 Bruce B Downs Blvd,33647,Tampa,FL,Hillsborough,6199,1586,2221,8,0,31,3937,1.57,0.31,0.26,0.40,0.15,1.31,0.37,0.36,0.56,0.21,1.54,0.61,0.97,0.32,9,335,543,581,2179,93,45,152,1787,2014,136,3710,227,1,1440,0,1,13,4,1265,0,1,1212,461,1270,1544,662
U.S. Senate,Federal,General,Precinct,2018,6460 Tampa Palms Blvd,33647,Tampa,FL,Hillsborough,3000,764,1109,7,0,18,2011,1.49,0.33,0.25,0.38,0.13,1.16,0.37,0.37,0.55,0.18,1.49,0.62,0.93,0.29,5,65,327,220,1281,41,24,48,933,1027,50,1689,322,0,742,0,2,12,6,590,0,0,659,375,738,647,251
U.S. Senate,Federal,General,Precinct,2018,9724 Cross Creek Blvd,33647,Tampa,FL,Hillsborough,7829,2043,3187,9,1,29,4788,1.64,0.30,0.26,0.43,0.17,1.40,0.37,0.41,0.67,0.26,1.81,0.67,1.09,0.32,12,398,693,628,2735,106,47,169,2168,2466,152,4348,440,0,1759,1,3,22,13,1533,0,0,1457,599,1781,1818,590
U.S. Senate,Federal,General,Precinct,2018,10002 N 56th St,33617,Temple Terrace,FL,Hillsborough,2144,288,979,4,1,12,1557,1.38,0.14,0.13,0.18,0.05,1.30,0.54,0.46,0.63,0.17,1.15,0.59,0.81,0.31,6,34,571,221,598,33,24,70,621,873,63,1193,364,0,848,0,1,5,4,476,2,0,221,247,678,468,164
U.S. Senate,Federal,General,Precinct,2018,415 Woodmont Ave,33617,Temple Terrace,FL,Hillsborough,3379,980,1403,5,0,17,2472,1.37,0.33,0.29,0.40,0.11,1.18,0.43,0.42,0.57,0.15,1.32,0.71,0.96,0.23,5,52,408,223,1630,45,24,85,1079,1312,81,2216,256,0,1062,0,6,4,6,565,0,1,828,313,677,882,600
U.S. Senate,Federal,General,Precinct,2018,420 Bullard Pkwy,33617,Temple Terrace,FL,Hillsborough,2679,649,1068,8,1,7,1797,1.49,0.29,0.24,0.36,0.12,1.26,0.45,0.40,0.59,0.20,1.32,0.64,0.96,0.26,6,26,293,234,1136,19,19,64,776,966,55,1635,162,2,808,0,5,3,4,460,0,0,515,220,504,689,384
U.S. Senate,Federal,General,Precinct,2018,502 Druid Hills Rd,33617,Temple Terrace,FL,Hillsborough,4047,1258,1749,10,1,25,2826,1.43,0.35,0.31,0.45,0.13,1.29,0.43,0.43,0.62,0.19,1.45,0.74,1.06,0.22,5,55,358,232,2019,53,30,74,1274,1483,69,2541,285,0,1207,0,1,9,9,625,0,0,975,355,748,948,775
U.S. Senate,Federal,General,Precinct,2018,6161 E Fowler Ave,33617,Temple Terrace,FL,Hillsborough,2129,591,940,5,0,12,1517,1.40,0.30,0.28,0.39,0.11,1.28,0.43,0.44,0.62,0.18,1.46,0.72,1.01,0.26,4,53,167,119,1070,33,9,62,679,789,49,1347,170,0,645,0,1,3,10,396,0,0,462,215,442,471,389
U.S. Senate,Federal,General,Precinct,2018,10650 McIntosh Rd,33592,Thonotosassa,FL,Hillsborough,1739,852,258,3,0,3,1183,1.47,0.48,0.49,0.72,0.23,1.50,0.25,0.15,0.22,0.07,0.88,0.64,0.94,0.27,2,16,21,81,1034,6,4,19,568,589,26,1141,42,0,293,0,0,5,0,315,0,1,569,131,282,521,249
U.S. Senate,Federal,General,Precinct,2018,10715 Main St,33592,Thonotosassa,FL,Hillsborough,1457,510,321,3,0,10,968,1.51,0.36,0.35,0.53,0.18,1.44,0.34,0.22,0.33,0.11,0.98,0.57,0.86,0.29,2,6,113,77,737,6,1,26,452,487,29,876,92,0,328,0,1,4,5,277,0,0,353,113,239,373,243
U.S. Senate,Federal,General,Precinct,2018,11706 Williams Rd,33592,Thonotosassa,FL,Hillsborough,2653,686,878,14,0,11,1915,1.39,0.27,0.26,0.36,0.10,1.33,0.45,0.33,0.46,0.13,1.01,0.59,0.82,0.26,10,18,449,148,1188,30,14,58,858,1009,48,1709,206,0,866,0,3,8,14,506,1,1,516,176,560,756,423
U.S. Senate,Federal,General,Precinct,2018,12735 Knights Griffin Rd,33592,Thonotosassa,FL,Hillsborough,990,444,158,3,0,8,671,1.48,0.46,0.45,0.66,0.21,1.45,0.30,0.16,0.24,0.08,0.79,0.61,0.90,0.24,3,5,17,20,602,5,1,18,293,362,16,650,21,0,199,0,2,0,1,162,0,0,307,67,150,286,168
U.S. Senate,Federal,General,Precinct,2018,13515 N US Highway 301,33592,Thonotosassa,FL,Hillsborough,2039,983,436,1,1,6,1314,1.55,0.48,0.48,0.75,0.27,1.57,0.29,0.21,0.33,0.12,1.15,0.70,1.08,0.23,11,36,62,71,1087,13,5,29,600,686,28,1226,88,0,378,0,0,1,0,308,0,2,625,128,268,577,341
U.S. Senate,Federal,General,Precinct,2018,15820 Morris Bridge Rd,33592,Thonotosassa,FL,Hillsborough,9537,2330,3900,27,2,35,5791,1.65,0.28,0.24,0.40,0.16,1.41,0.38,0.41,0.67,0.26,1.79,0.65,1.08,0.33,15,721,1068,697,2738,185,108,259,2656,2917,218,5308,483,0,2178,0,3,27,10,1925,0,0,1648,755,2044,2265,727
U.S. Senate,Federal,General,Precinct,2018,106 Rolling Hills Blvd,33594,Valrico,FL,Hillsborough,949,339,256,7,0,6,588,1.61,0.34,0.36,0.58,0.22,1.72,0.39,0.27,0.44,0.17,1.12,0.63,1.01,0.26,2,7,40,102,417,3,4,13,244,327,17,551,37,0,229,0,0,7,4,151,0,0,197,30,82,205,271
U.S. Senate,Federal,General,Precinct,2018,1720 St Cloud Ave,33594,Valrico,FL,Hillsborough,3994,1604,994,10,0,22,2700,1.48,0.47,0.40,0.59,0.19,1.27,0.27,0.25,0.37,0.12,1.36,0.65,0.96,0.25,10,103,188,284,1995,38,18,64,1268,1374,58,2603,97,1,732,0,1,10,8,684,0,1,1263,302,695,1159,544
U.S. Senate,Federal,General,Precinct,2018,3402 Activities Lane,33594,Valrico,FL,Hillsborough,4545,1686,1213,7,0,28,2914,1.56,0.40,0.37,0.58,0.21,1.45,0.33,0.27,0.42,0.15,1.26,0.64,0.99,0.26,12,60,269,416,2024,30,15,88,1255,1575,84,2759,155,1,962,0,0,12,5,771,0,0,1163,301,720,1132,761
U.S. Senate,Federal,General,Precinct,2018,604 N Valrico Rd,33594,Valrico,FL,Hillsborough,1698,538,485,2,0,2,1110,1.53,0.35,0.32,0.48,0.17,1.37,0.35,0.29,0.44,0.15,1.23,0.60,0.92,0.29,4,44,140,189,667,19,9,38,505,588,17,1060,50,0,394,0,0,3,1,320,0,0,392,103,324,485,198
U.S. Senate,Federal,General,Precinct,2018,1801 S Miller Rd,33596,Valrico,FL,Hillsborough,5969,2474,1573,14,1,24,4136,1.44,0.48,0.41,0.60,0.18,1.25,0.28,0.26,0.38,0.12,1.35,0.68,0.98,0.23,16,106,315,388,3171,43,21,76,1933,2115,88,3927,209,0,1165,0,1,5,13,971,0,1,1980,420,1044,1793,879
U.S. Senate,Federal,General,Precinct,2018,1906 Bloomingdale Ave,33596,Valrico,FL,Hillsborough,654,248,188,4,1,4,447,1.46,0.48,0.38,0.55,0.18,1.16,0.26,0.29,0.42,0.13,1.62,0.67,0.98,0.26,1,4,21,25,375,4,1,16,227,211,9,418,29,0,116,0,0,1,2,114,0,0,214,42,133,173,99
U.S. Senate,Federal,General,Precinct,2018,2215 Bloomingdale Ave,33596,Valrico,FL,Hillsborough,810,320,169,2,0,2,556,1.46,0.47,0.40,0.58,0.18,1.23,0.24,0.21,0.30,0.10,1.26,0.60,0.88,0.28,6,21,29,40,445,2,1,12,255,291,10,518,38,0,134,0,1,3,0,156,0,1,261,59,151,233,113
U.S. Senate,Federal,General,Precinct,2018,3414 Culbreath Rd,33596,Valrico,FL,Hillsborough,1931,683,557,5,0,6,1286,1.50,0.43,0.35,0.53,0.18,1.24,0.30,0.29,0.43,0.14,1.47,0.64,0.96,0.27,2,29,109,133,953,15,11,34,575,666,45,1215,71,0,380,0,1,1,5,346,0,0,553,163,387,539,197
U.S. Senate,Federal,General,Precinct,2018,3943 New River Hills Pkwy,33596,Valrico,FL,Hillsborough,2493,1316,520,4,0,13,1723,1.45,0.60,0.53,0.76,0.24,1.28,0.18,0.21,0.30,0.09,1.64,0.74,1.07,0.21,2,39,47,76,1500,16,7,36,813,869,41,1624,99,0,318,0,0,3,5,367,0,0,1030,165,386,767,405
U.S. Senate,Federal,General,Precinct,2018,4113 Great Golfers Pl,33596,Valrico,FL,Hillsborough,2386,1043,581,4,0,7,1566,1.52,0.54,0.44,0.67,0.23,1.24,0.21,0.24,0.37,0.13,1.73,0.68,1.04,0.25,5,44,87,82,1294,17,10,27,747,788,31,1484,82,0,335,0,1,5,0,386,0,0,839,182,380,713,291
U.S. Senate,Federal,General,Precinct,2018,4929 Bell Shoals Rd,33596,Valrico,FL,Hillsborough,4749,1851,1283,13,1,17,3186,1.49,0.45,0.39,0.58,0.19,1.30,0.29,0.27,0.40,0.13,1.40,0.66,0.98,0.26,10,67,236,294,2438,31,21,89,1519,1583,84,3007,179,0,916,0,2,11,8,824,0,1,1424,328,837,1369,652
U.S. Senate,Federal,General,Precinct,2018,14747 Balm Wimauma Rd,33598,Wimauma,FL,Hillsborough,3878,1313,838,6,0,3,2396,1.62,0.36,0.34,0.55,0.21,1.51,0.31,0.22,0.35,0.13,1.12,0.55,0.90,0.31,10,43,170,390,1683,14,21,65,1126,1205,65,2273,123,0,747,0,0,14,9,754,1,0,871,312,798,937,349
U.S. Senate,Federal,General,Precinct,2018,5705 Hillsborough St,33598,Wimauma,FL,Hillsborough,6389,2053,1872,10,0,28,3674,1.74,0.32,0.32,0.56,0.24,1.75,0.34,0.29,0.51,0.22,1.49,0.61,1.07,0.33,9,70,258,1017,2191,38,13,78,1653,1925,96,3533,141,0,1254,0,0,24,6,1214,0,0,1176,468,841,1131,1234
